country_code	adm1
BRA	Rio_Grande_Do_Norte
BRA	Rio_Grande_Do_Sul
ARG	Rio_Negro
NIC	Rio_San_Juan
COL	Risaralda
NIC	Rivas
LBR	River_Gee
SDN	River_Nile_State
URY	Rivera
LBR	Rivercess
NGA	Rivers
MUS	Riviere_Du_Rempart
UKR	Rivne_Oblast
SAU	Riyadh
MNE	Ro?Aje_Municipality
URY	Rocha
SYC	Roche_Caim
MUS	Rodrigues
NOR	Rogaland
THA	Roi_Et_Province
BRA	Rondonia
BRA	Roraima
IRL	Roscommon
RUS	Rostov
MNP	Rota
LIE	Ruggell
TZA	Rukwa
BHS	Rum_Cay
BGR	Ruse
BDI	Rutana
TZA	Ruvuma
BDI	Ruyigi
PRK	Ryanggang
RUS	Ryazan
TUR	S??Rt
AZE	S?D?R?K_Rayonu
AZE	S?Ki_Inzibati_?Razisi
AZE	S?Ki_Rayonu
AZE	S?Mkir_Rayonu
TUR	S?Nop
AZE	S?Rur_Rayonu
TUR	S?Vas
YEM	Sa'Dah_Governorate
THA	Sa_Kaeo_Province
EST	Saare_Maakond
DEU	Saarland
AZE	Saatli_Rayonu
BES	Saba
MYS	Sabah
LKA	Sabaragamuwa_Province
LBY	Sabha
AZE	Sabirabad_Rayonu
AZE	Sabran_Rayonu
GTM	Sacatepequez
MYT	Sada
MLT	Safi
JPN	Saga
MMR	Sagaing
AZE	Sahbuz_Rayonu
BFA	Sahel
DZA	Saida
JAM	Saint_Andrew
DMA	Saint_Andrew_Parish
JAM	Saint_Ann
KNA	Saint_Anne_Sandy_Point
BLM	Saint_Barthelemy
REU	Saint_Benoit
JAM	Saint_Catherine
GRD	Saint_David
DMA	Saint_David_Parish
REU	Saint_Denis
JAM	Saint_Elizabeth
BRB	Saint_George
BMU	Saint_George'S
KNA	Saint_George_Basseterre
KNA	Saint_George_Gingerland
BMU	Saint_George_Municipality
DMA	Saint_George_Parish
JAM	Saint_James
KNA	Saint_James_Windward
BRB	Saint_John
KNA	Saint_John_Capisterre
KNA	Saint_John_Figtree
DMA	Saint_John_Parish
BRB	Saint_Joseph
DMA	Saint_Joseph_Parish
MLT	Saint_Julian'S
GUF	Saint_Laurent_Du_Maroni
MLT	Saint_Lawrence
SYC	Saint_Loui
SEN	Saint_Louis
BRB	Saint_Lucy
DMA	Saint_Luke_Parish
GRD	Saint_Mark
DMA	Saint_Mark_Parish
MAF	Saint_Martin
JAM	Saint_Mary
KNA	Saint_Mary_Cayon
BRB	Saint_Michael
GRD	Saint_Patrick
DMA	Saint_Patrick_Parish
ATG	Saint_Paul
MLT	Saint_Paul'S_Bay
KNA	Saint_Paul_Capisterre
KNA	Saint_Paul_Charlestown
DMA	Saint_Paul_Parish
BRB	Saint_Peter
KNA	Saint_Peter_Basseterre
DMA	Saint_Peter_Parish
RUS	Saint_Petersburg
BRB	Saint_Philip
MTQ	Saint_Pierre
JAM	Saint_Thomas
KNA	Saint_Thomas_Lowland
KNA	Saint_Thomas_Middle_Island
MNP	Saipan
JPN	Saitama
TUR	Sakarya
RUS	Sakha_Republic
RUS	Sakhalin
THA	Sakon_Nakhon_Province
CPV	Sal
IRQ	Saladin
ROU	Salaj
TCD	Salamat
LAO	Salavan
ARG	Salta
URY	Salto
AZE	Salyan_Rayonu
AUT	Salzburg
DOM	Samana
AFG	Samangan
RUS	Samara
UZB	Samarqand_Region
AZE	Samaxi_Rayonu
KEN	Samburu
BTN	Samdrup_Jongkhar_District
GEO	Samegrelo_Upper_Svaneti
TUR	Samsun
BTN	Samtse_District
GEO	Samtskhe_Javakheti
THA	Samut_Prakan_Province
THA	Samut_Sakhon_Province
THA	Samut_Songkhram_Province
AZE	Samux_Rayonu
YEM	San?A?
YEM	San?A?_Governorate
DOM	San_Cristobal
TTO	San_Fernando
URY	San_Jose
DOM	San_Jose_De_Ocoa
ARG	San_Juan
TTO	San_Juan_Laventille
ARG	San_Luis
MEX	San_Luis_Potosi
GTM	San_Marcos
PER	San_Martin
SLV	San_Miguel
PRY	San_Pedro
DOM	San_Pedro_De_Macoris
BHS	San_Salvador
SLV	San_Vicente
SOM	Sanaag
DOM	Sanchez_Ramirez
CUB	Sancti_Spiritus
PNG	Sandaun
FRO	Sandoyar
BMU	Sandys
COG	Sangha
CAF	Sangha_Mbaere
TTO	Sangre_Grande
CHE	Sankt_Gallen
COD	Sankuru
VUT	Sanma
MLT	Sannat
AND	Sant_Julia_De_Loria
SLV	Santa_Ana
HND	Santa_Barbara
BRA	Santa_Catarina
CPV	Santa_Catarina_Do_Fogo
ARG	Santa_Cruz
ECU	Santa_Elena
ARG	Santa_Fe
MLT	Santa_Lucija
GUM	Santa_Rita
GTM	Santa_Rosa
MLT	Santa_Venera
COL	Santander
PRT	Santarem
DOM	Santiago
CUB	Santiago_De_Cuba
ARG	Santiago_Del_Estero
DOM	Santiago_Rodriguez
DOM	Santo_Domingo
ECU	Santo_Domingo_De_Los_Tsachilas
CPV	Sao_Domingos
CPV	Sao_Filipe
CPV	Sao_Lourenco_Dos_Orgaos
CPV	Sao_Miguel
BRA	Sao_Paulo
CPV	Sao_Salvador_Do_Mundo
STP	Sao_Tome_Province
CPV	Sao_Vicente
AFG	Sar_E_Pul
THA	Saraburi_Province
SUR	Saramacca
RUS	Saratov
MYS	Sarawak
ITA	Sardegna
BTN	Sarpang_District
CAN	Saskatchewan
CIV	Sassandra_Marahoue
FIN	Satakunta
ROU	Satu_Mare
THA	Satun_Province
WSM	Satupa'Itea
MDG	Sava
CIV	Savanes
TGO	Savanes_Region
LAO	Savannakhet
MUS	Savanne
SVN	Savinjska
DEU	Saxony
DEU	Saxony_Anhalt
LIE	Schaan
CHE	Schaffhausen
LIE	Schellenberg
DEU	Schleswig_Holstein
CHE	Schwyz
GBR	Scotland
SEN	Sedhiou
MLI	Segou
KOR	Sejong
MYS	Selangor
MNG	Selenge
IRN	Semnan
MLT	Senglea
SDN	Sennar_State
KOR	Seoul
BRA	Sergipe
GRL	Sermersooq
SMR	Serravalle
DZA	Setif
PRT	Setubal
UKR	Sevastopol
TUN	Sfax
CHN	Shaanxi
YEM	Shabwah_Governorate
MMR	Shan_(East)
MMR	Shan_(North)
MMR	Shan_(South)
CHN	Shandong
CHN	Shanghai
CHN	Shanxi
ARE	Sharjah
MDV	Shaviyani
VUT	Shefa_Province
JPN	Shiga
JPN	Shimane
TZA	Shinyanga
ARM	Shirak
SWZ	Shiselweni
JPN	Shizuoka
ALB	Shkoder_County
BGR	Shumen
MLT	Si??Iewi
THA	Si_Sa_Ket_Province
LTU	Siauliai
KEN	Siaya
HRV	Sibenik_Knin_County
ROU	Sibiu
CHN	Sichuan
ITA	Sicilia
DZA	Sidi_Bel_Abbes
TUN	Sidi_Bouzid
KHM	Siem_Reap
MLI	Sikasso
IND	Sikkim
TCD	Sila
TUN	Siliana
BGR	Silistra
PNG	Simbu
TZA	Simiyu
GUM	Sinajana
MEX	Sinaloa
PAK	Sindh
THA	Sing_Buri_Province
TZA	Singida
LBR	Sinoe
BES	Sint_Eustatius
SUR	Sipaliwini
TTO	Siparia
UZB	Sirdaryo_Region
LBY	Sirte
AZE	Sirvan_Inzibati_?Razisi
HRV	Sisak_Moslavina
IRN	Sistan_And_Baluchestan
AZE	Siy?Z?N_Rayonu
DNK	Sjaelland
SWE	Skane
DZA	Skikda
MKD	Skopje
POL	Slaskie
MLT	Sliema
IRL	Sligo
BGR	Sliven
BMU	Smiths
RUS	Smolensk
BGR	Smolyan
ETH	Snnpr
VNM	Soc_Trang
YEM	Socotra
MOZ	Sofala
MDG	Sofia
BGR	Sofia_City
EGY	Sohag
NGA	Sokoto
GTM	Solola
CHE	Solothurn
ETH	Somali
HUN	Somogy
VNM	Son_La
THA	Songkhla_Province
MEX	Sonora
SLV	Sonsonate
PLW	Sonsorol
SOM	Sool
URY	Soriano
SWE	Sormland
LCA	Soufriere
DZA	Souk_Ahras
MAR	Souss_Massa
TUN	Sousse
CMR	South
BHS	South_Abaco
BHS	South_Andros
NIC	South_Atlantic_Autonomous_Region
AUS	South_Australia
SRB	South_Backa_District
SRB	South_Banat_District
USA	South_Carolina
USA	South_Dakota
SDN	South_Darfur_State
ISR	South_District
BWA	South_East_District
BHS	South_Eleuthera
IDN	South_Kalimantan
FIN	South_Karelia
KAZ	South_Kazakhstan_Region
IRN	South_Khorasan
COD	South_Kivu
SDN	South_Kordofan_State
LBN	South_Lebanon_Governorate
GEO	South_Ossetia
FIN	South_Ostrobothnia
TZA	South_Pemba
EGY	South_Sinai
IDN	South_Sulawesi
IDN	South_Sumatra
BMU	Southampton
MKD	Southeast
IDN	Southeast_Sulawesi
BWA	Southern_District
BHR	Southern_Governorate
GRD	Southern_Grenadine_Islands
PNG	Southern_Highlands
ISL	Southern_Peninsula
RWA	Southern_Province
ERI	Southern_Red_Sea_Region
MWI	Southern_Region
FIN	Southern_Savonia
NZL	Southland
CMR	Southwest
BHS	Spanish_Wells
IDN	Special_Region_Of_Yogyakarta
HRV	Split_Dalmatia_County
BLZ	Stann_Creek
BGR	Stara_Zagora
MEX	State_Of_Mexico
RUS	Stavropol_Krai
SWE	Stockholm
CZE	Stredocesky_Region
FRO	Streymoyar
KHM	Stung_Treng
AUT	Styria
ROU	Suceava
GTM	Suchitepequez
VEN	Sucre
ECU	Sucumbios
HTI	Sud_Department
BFA	Sud_Ouest
COD	Sud_Ubangi
EGY	Suez
TJK	Sughd_Region
MNG	Sukhbaatar
THA	Sukhothai_Province
IRQ	Sulaymaniyah
SRB	Sumadija_District
AZE	Sumqayit_Inzibati_?Razisi
UKR	Sumy_Oblast
THA	Suphan_Buri_Province
THA	Surat_Thani_Province
THA	Surin_Province
UZB	Surxondaryo_Region
FRO	Suðuroyar
KHM	Svay_Rieng
RUS	Sverdlovsk
MLT	Swieqi
POL	Swietokrzyskie
DNK	Syddanmark
BGD	Sylhet
SRB	Syrmia_District
ARM	Syunik
HUN	Szabolcs_Szatmar_Bereg
AZE	T?Rt?R_Rayonu
YEM	Ta'Izz_Governorate
MLT	Ta'_Xbiex
MEX	Tabasco
TZA	Tabora
SAU	Tabuk
VEN	Tachira
PER	Tacna
URY	Tacuarembo
DJI	Tadjourah
VUT	Tafea
JOR	Tafilah
MRT	Tagant
NER	Tahoua
TWN	Taichung
TWN	Tainan
TWN	Taipei
KEN	Taita_Taveta
TWN	Taitung_County
THA	Tak_Province
SYC	Takamaka
KHM	Takeo
AFG	Takhar
KGZ	Talas_Region
GUM	Talofofo
DZA	Tamanrasset
MEX	Tamaulipas
SEN	Tambacounda
RUS	Tambov
IND	Tamil_Nadu
GUM	Tamuning
KEN	Tana_River
TCD	Tandjile
TZA	Tanga
COD	Tanganyika
MAR	Tangier_Tetouan_Al_Hoceima
MMR	Tanintharyi
TWN	Taoyuan
NGA	Taraba
MDA	Taraclia_District
NZL	Taranaki
CHL	Tarapaca
BGR	Targovishte
BOL	Tarija
CPV	Tarrafal
CPV	Tarrafal_De_Sao_Nicolau
EST	Tartu_Maakond
SYR	Tartus
MLT	Tarxien
UZB	Tashkent
UZB	Tashkent_Region
NZL	Tasman
AUS	Tasmania
TUN	Tataouine
RUS	Tatarstan
LTU	Taurage
FIN	Tavastia_Proper
ARM	Tavush
VNM	Tay_Ninh
GEO	Tbilisi
KHM	Tbong_Khmum
DZA	Tebessa
IRN	Tehran
TUR	Tek?Rda?
ISR	Tel_Aviv
IND	Telangana
ROU	Teleorman
LTU	Telsiai
BRN	Temburong
SLB	Temotu_Province
USA	Tennessee
MYS	Terengganu
UKR	Ternopil_Oblast
MOZ	Tete
USA	Texas
MDV	Thaa
LSO	Thaba_Tseka_District
VNM	Thai_Binh
VNM	Thai_Nguyen
VNM	Thanh_Hoa
KEN	Tharaka_Nithi
GRC	Thessalia_Central_Greece
SEN	Thies
BTN	Thimphu_District
VNM	Thua_Thien___Hue
CHE	Thurgau
DEU	Thuringia
CHN	Tianjin
DZA	Tiaret
TCD	Tibesti
CHN	Tibet_Autonomous_Region
CHE	Ticino
VNM	Tien_Giang
ARG	Tierra_Del_Fuego
ETH	Tigray
NER	Tillabery
ROU	Timis
DZA	Tindouf
MNP	Tinian
DZA	Tipaza
IRL	Tipperary
ALB	Tirana_County
MRT	Tiris_Zemmour
DZA	Tissemsilt
MNE	Tivat_Municipality
DZA	Tizi_Ouzou
MEX	Tlaxcala
DZA	Tlemcen
TTO	Tobago
BRA	Tocantins
JPN	Tochigi
SOM	Togdheer
TUR	Tokat
JPN	Tokushima
JPN	Tokyo
BLZ	Toledo
COL	Tolima
HUN	Tolna
GNB	Tombali
MLI	Tombouctou
RUS	Tomsk
TON	Tongatapu
SRB	Toplica_District
VUT	Torba
VGB	Tortola
ITA	Toscana
GTM	Totonicapan
JPN	Tottori
MNG	Tov
AZE	Tovuz_Rayonu
JPN	Toyama
TUN	Tozeur
VNM	Tp._Ho_Chi_Minh
VNM	Tra_Vinh
TUR	Trabzon
THA	Trang_Province
KEN	Trans_Nzoia
MDA	Transnistria
MRT	Trarza
BTN	Trashigang_District
BTN	Trashiyangtse_District
THA	Trat_Province
URY	Treinta_Y_Tres
JAM	Trelawny
SVK	Trencin
ITA	Trentino_Alto_Adige
LIE	Triesen
LIE	Triesenberg
KNA	Trinity_Palmetto_Point
LBY	Tripoli
IND	Tripura
SVK	Trnava
NOR	Troms_Og_Finnmark
NOR	Trondelag
BTN	Trongsa_District
VEN	Trujillo
COD	Tshopo
COD	Tshuapa
MYT	Tsingoni
BTN	Tsirang_District
WSM	Tuamasaga
ARG	Tucuman
RUS	Tula
ROU	Tulcea
PER	Tumbes
TTO	Tunapuna_Piarco
TUR	Tuncel?
ECU	Tungurahua
TUN	Tunis
KEN	Turkana
BRN	Tutong
RUS	Tuva
VNM	Tuyen_Quang
RUS	Tver
AUT	Tyrol
RUS	Tyumen
TUR	U?Ak
NRU	Uaeboe
KEN	Uasin_Gishu
THA	Ubon_Ratchathani_Province
AZE	Ucar_Rayonu
PER	Ucayali
RUS	Udmurtia
THA	Udon_Thani_Province
AGO	Uige
MHL	Ujae
MNG	Ulaanbaatar
MNE	Ulcinj_Municipality
KOR	Ulsan
RUS	Ulyanovsk
GUM	Umatac
ITA	Umbria
ARE	Umm_Al_Quwain
QAT	Umm_Slal
IND	Union_Territory_Of_Dadra_&_Nagar_Haveli
SYR	United_Nations_Disengagement_Observer_Force
USA	United_States_Virgin_Islands
SSD	Unity
AUT	Upper_Austria
GUY	Upper_Demerara_Berbice
GHA	Upper_East
SSD	Upper_Nile
GUY	Upper_Takutu_Upper_Essequibo
COD	Upper_Uele
GHA	Upper_West
SWE	Uppsala
CHE	Uri
AFG	Uruzgan
CZE	Ustecky_Region
SLV	Usulutan
USA	Utah
LTU	Utena
THA	Uthai_Thani_Province
MHL	Utirik
NLD	Utrecht
IND	Uttar_Pradesh
THA	Uttaradit_Province
IND	Uttarakhand
FIN	Uusimaa
LKA	Uva_Province
MNG	Uvs
WSM	Va'A_O_Fonoti
LIE	Vaduz
FRO	Vagø
WSM	Vaisigano
TUV	Vaitupu
CAF	Vakaga
MDG	Vakinankaratra
CHE	Valais
ROU	Valcea
EST	Valga_Maakond
HND	Valle
ITA	Valle_D'Aosta
COL	Valle_Del_Cauca
CIV	Valle_Du_Bandama
MLT	Valletta
CHL	Valparaiso
DOM	Valverde
TUR	Van
HRV	Vara?Din
MKD	Vardar
VEN	Vargas
SWE	Varmland
BGR	Varna
HUN	Vas
ROU	Vaslui
SWE	Vasterbotten
SWE	Vasternorrland
SWE	Vastmanland
SWE	Vastra_Gotaland
MDG	Vatovavy_Fitovinany
CHE	Vaud
COL	Vaupes
TON	Vava'U
ARM	Vayots_Dzor
BGR	Veliko_Tarnovo
ITA	Veneto
MEX	Veracruz
USA	Vermont
NOR	Vestfold_Og_Telemark
NOR	Vestland
HUN	Veszprem
PRT	Viana_Do_Castelo
COL	Vichada
MLT	Victoria
BGR	Vidin
LVA	Vidzeme_Region
AUT	Vienna
LAO	Vientiane
LAO	Vientiane_Capital
LCA	Vieux_Fort
KEN	Vihiga
NOR	Viken
PRT	Vila_Real
EST	Viljandi_Maakond
CUB	Villa_Clara
LTU	Vilnius
VNM	Vinh_Long
VNM	Vinh_Phuc
UKR	Vinnytsia_Oblast
TLS	Viqueque
VGB	Virgin_Gorda
USA	Virginia
HRV	Virovitica_Podravina
PRT	Viseu
BLR	Vitebsk_Region
RUS	Vladimir
ALB	Vlore_County
RUS	Volgograd
RUS	Vologda
GHA	Volta
UKR	Volyn_Oblast
AUT	Vorarlberg
RUS	Voronezh
EST	Voru_Maakond
ROU	Vrancea
BGR	Vratsa
HRV	Vukovar_Syrmia
LBY	Wadi_Al_Hayaa
LBY	Wadi_Al_Shatii
TCD	Wadi_Fira
NZL	Waikato
KEN	Wajir
JPN	Wakayama
GBR	Wales
BEL	Wallonia
BTN	Wangdue_Phodrang_District
SUR	Wanica
AFG	Wardak
POL	Warminsko_Mazurskie
SSD	Warrap
BMU	Warwick
USA	Washington
IRQ	Wasit
IRL	Waterford
GNQ	Wele_Nzas_Province
NZL	Wellington
CMR	West
IRN	West_Azerbaijan
SRB	West_Backa_District
PSE	West_Bank
CYM	West_Bay
IND	West_Bengal
NZL	West_Coast
SDN	West_Darfur_State
BHS	West_Grand_Bahama
IDN	West_Java
IDN	West_Kalimantan
KAZ	West_Kazakhstan_Region
SDN	West_Kurdufan
PNG	West_New_Britain
IDN	West_Nusa_Tenggara
IDN	West_Papua
KEN	West_Pokot
SGP	West_Region
IDN	West_Sulawesi
IDN	West_Sumatra
USA	West_Virginia
FJI	Western
SLE	Western_Area
AUS	Western_Australia
SSD	Western_Bahr_El_Ghazal
ZAF	Western_Cape
SSD	Western_Equatoria
PNG	Western_Highlands
RWA	Western_Province
UGA	Western_Region
ISL	Westfjords
IRL	Westmeath
JAM	Westmoreland
IRL	Wexford
SDN	White_Nile_State
IRL	Wicklow
POL	Wielkopolska
USA	Wisconsin
GAB	Woleu_Ntem
SOM	Woqooyi_Galbeed
CIV	Woroba
MHL	Wotho
MHL	Wotje
USA	Wyoming
AZE	Xa_Maz_Rayonu
MLT	Xaghra
LAO	Xaignabouli
LAO	Xaisomboun
LAO	Xekong
MLT	Xewkija
MLT	Xg?Ajra
LAO	Xiangkhouang
CHN	Xinjiang
AZE	Xizi_Rayonu
AZE	Xocav?Nd_Rayonu
UZB	Xorazm_Region
THA	Yala_Province
TUR	Yalova
JPN	Yamagata
JPN	Yamaguchi
RUS	Yamalo_Nenets_Autonomous_Okrug
JPN	Yamanashi
BGR	Yambol
MMR	Yangon
FSM	Yap
VEN	Yaracuy
AZE	Yardimli_Rayonu
RUS	Yaroslavl
THA	Yasothon_Province
IRN	Yazd
VNM	Yen_Bai
ARM	Yerevan
AZE	Yevlax_Inzibati_?Razisi
AZE	Yevlax_Rayonu
GUM	Yigo
TWN	Yilan_County
NGA	Yobe
GUM	Yona
HND	Yoro
TUR	Yozgat
MEX	Yucatan
CAN	Yukon
TWN	Yunlin_County
CHN	Yunnan
AZE	Z?Rdab_Rayonu
RUS	Zabaykalsky_Krai
MLT	Zabbar
AFG	Zabul
GTM	Zacapa
MEX	Zacatecas
POL	Zachodniopomorskie
HRV	Zadar_County
TUN	Zaghouan
HRV	Zagreb
AGO	Zaire
SRB	Zajecar_District
UKR	Zakarpattia_Oblast
HUN	Zala
NAM	Zambezi_Region
MOZ	Zambezia
NGA	Zamfara
ECU	Zamora_Chinchipe
IRN	Zanjan
CIV	Zanzan
TZA	Zanzibar_North
TZA	Zanzibar_South_&_Central
TZA	Zanzibar_Urban/West
UKR	Zaporizhia_Oblast
AZE	Zaqatala_Rayonu
JOR	Zarqa
SVN	Zasavska
MNG	Zavkhan
LBY	Zawiya
MLT	Zebbug
NLD	Zeeland
LVA	Zemgale_Region
CHN	Zhejiang
BTN	Zhemgang_District
UKR	Zhytomyr_Oblast
SEN	Ziguinchor
SVK	Zilina
NER	Zinder
SRB	Zlatibor_District
CZE	Zlinsky_Region
ECU	Zona_No_Delimitada
TUR	Zonguldak
BEN	Zou
CHE	Zug
NLD	Zuid_Holland
VEN	Zulia
CHE	Zurich
